id,name,ostan,shahrestan,bakhsh,amar_code
1333,زهان,10,232,321,2909020002
1334,زهرای بالا,18,91,856,2601040003
1335,زهرای پایین,18,91,856,2601040004
1336,زهک,16,231,804,1110020002
1337,زهمکان,21,299,221,822020002
1338,زیاران,18,4,854,2604020001
1339,زیارت,7,185,676,1803030005
1340,زیارت,12,284,748,2804020003
1341,زیبد,11,369,469,915030001
1342,زیدآباد,21,264,322,806040001
1343,زیرآب,17,229,834,719020003
1344,زیرتنگ,26,352,515,1506040001
1345,زیرراه,7,185,351,1803010001
1346,زیرکوه,4,378,67,1012010002
1347,زیرکوه,10,232,710,2909010002
1348,زیلایی,23,381,325,1709020002
1349,زین آباد,18,91,381,2601030001
1350,ژان,26,193,951,1505020003
1351,ژاورود,20,334,868,1208010002
1352,ژاورودشرقی,20,259,371,1204060001
1353,ژاورودغربی,20,259,491,1204040001
1354,ژریژه,20,250,864,1209020005
1355,ساحلی,27,56,957,216020001
1356,ساحلی جوکندان,25,291,940,104030002
1357,سادات,13,374,774,617010002
1358,سادات محمودی,23,192,121,1704010002
1359,سارال,20,199,327,1207030002
1360,ساربوک,16,325,328,1118020001
1361,ساردوییه,21,138,329,803010002
1362,ساروق,2,122,141,412020002
1363,ساروق,28,19,330,1030001
1364,ساری سو,2,383,64,406050002
1365,ساق,11,224,356,935020001
1366,سالمی,13,268,243,611020001
1367,سامان,9,234,700,1408010001
1368,سامن,30,398,331,1302020003
1369,ساوالان,3,103,587,2406010003
1370,سبز پوش,17,361,20,727020002
1371,سبزدشت,30,335,1008,1305020003
1372,سبزدشت,31,61,1015,2102020002
1373,سبلان,3,249,332,2410020001
1374,سپیدار,9,153,26,1410020002
1375,سپیدار,23,90,894,1701030002
1376,سپیددشت,26,157,120,1503020002
1377,سجادرود,27,55,99,202030001
1378,سجاس رود,14,155,333,1903040002
1379,سخت سر,27,203,962,206010003
1380,سخوید,31,119,1078,2103030004
1381,سدن رستاق شرقی,24,337,921,2704010002
1382,سدن رستاق غربی,24,337,921,2704010003
1383,سده,10,318,334,2904050003
1384,سده,17,39,335,703010003
1385,سده,28,19,977,1020005
1386,سرآسیاب فرسنگی,21,338,887,808050006
1387,سرآسیاب یوسفی,23,97,111,1705010002
1388,سرا,20,252,865,1203020003
1389,سراب,6,54,626,1607020001
1390,سراب,22,258,908,505010004
1391,سراب,30,428,553,1303040001
1392,سراب باغ,6,3,336,1606030002
1393,سراب سفلی,9,297,60,1403030002
1394,سراب علیا,9,297,60,1403030001
1395,سراب قامیش,20,259,866,1204030007
1396,سراب قلعه شاهین,22,244,460,504020002
1397,سرابیز,23,58,892,1707010001
1398,سراجوی جنوبی,1,389,338,306030001
1399,سراجوی شرقی,1,389,338,306030002
1400,سراجوی شمالی,1,389,648,306020003
1401,سراجوی غربی,1,389,648,306020004
1402,سراوان,25,211,360,105020002
1403,سرباز,16,242,806,1123010001
1404,سربنان,21,227,880,805020005
1405,سرپنیران,17,105,825,723010001
1406,سرجام,11,396,16,916010004
1407,سرجولکی,13,12,184,626020001
1408,سرچشمه,21,214,877,804020009
1409,سرچهان,17,245,836,732010002
1410,سرخ قلعه,21,326,886,816020002
1411,سرخس,11,246,732,920020003
1412,سرخکلا,27,260,324,208030001
1413,سرخون,29,82,992,2202040008
1414,سرخه,13,276,435,614030002
1415,سردابه,3,20,584,2401010004
1416,سردارآباد,13,277,771,612020001
1417,سرداران,30,335,1008,1305020007
1418,سردارجنگل,25,312,343,109030002
1419,سردرودسفلی,30,209,344,1308010002
1420,سردرودعلیا,30,209,344,1308010003
1421,سردسیر,4,86,599,1024010001
1422,سردشت,9,377,296,1404050001
1423,سردشت,13,95,323,606020002
1424,سردشت,13,183,345,608010004
1425,سردشت,29,75,991,2213010002
1426,سردصحرا,1,115,640,303030006
1427,سردق,11,64,1099,931020002
1428,سررودجنوبی,23,90,894,1701030003
1429,سررودشمالی,23,90,894,1701030004
1430,سرشیو,20,393,347,1206020001
1431,سرفاریاب,23,145,348,1706020001
1432,سرفیروزآباد,22,339,448,502030002
1433,سرقلعه,22,244,907,504010009
1434,سرکل,20,393,869,1206030002
1435,سرکور,16,242,806,1123010002
1436,سرگل,24,417,512,2707050002
1437,سرله,13,59,1048,615040001
1438,سرمستان,7,197,2,1805030002
1439,سرناباد,17,238,1091,706030001
1440,سروستان,17,87,1023,716030001
1441,سروستان,17,251,837,725020001
1442,سرولایت,11,432,349,917030002
1443,سطر,22,258,496,505020002
1444,سعادت آباد,21,264,125,806020002
1445,سعید آباد,8,108,154,2320020002
1446,سعیدآباد,5,235,620,3002010001
1447,سعیدآباد,8,282,690,2309020009
1448,سعیدآباد,14,50,780,1906020003
1449,سعیدیه,13,184,86,609010002
1450,سغدر,21,138,158,803020002
1451,سفالگران,30,93,561,1307010001
1452,سفلی,4,21,320,1001020001
1453,سفلی,17,156,481,729010002
1454,سفیدابه,16,434,408,1115020002
1455,سفیدار,17,161,829,734010004
1456,سفیددشت,4,7,597,1018020001
1457,سفیدسنگ,11,308,464,922010001
1458,سفیدکوه,30,398,331,1302020004
1459,سکمن آباد,2,174,413,403030002
1460,سگزآباد,18,91,856,2601040005
1461,سلامی,11,169,352,919040002
1462,سلدوز,2,423,672,409020003
1463,سلطان آباد,11,173,726,938010001
1464,سلطان آباد,13,205,353,610040001
1465,سلطانعلی,24,371,926,2706040004
1466,سلطانیه,14,254,784,1910010002
1467,سلگی,30,428,235,1303010002
1468,سلوک,1,440,653,311020002
1469,سلیمان,11,224,356,935020002
1470,سمام,25,42,277,113010001
1471,سمغان,17,350,845,733010002
1472,سنبل آباد,14,254,784,1910010001
1473,سنجابی,22,339,507,502070001
1474,سنجبدجنوبی,3,349,446,2407020002
1475,سنجبدشرقی,3,162,588,2403040003
1476,سنجبدشمالی,3,349,590,2407010001
1477,سنجبدغربی,3,349,590,2407010002
1478,سندرک,29,416,358,2205020003
1479,سندمیرثویان,16,187,799,1122010002
1480,سنگ بست,11,308,734,922020002
1481,سنگ سفید,28,168,452,12010003
1482,سنگان,16,152,798,1103010003
1483,سنگر,12,298,749,2805020001
1484,سنگر,25,211,360,105020003
1485,سنگستان,30,443,1011,1304070004
1486,سودلانه,11,328,736,913030002
1487,سورسور,20,334,1034,1208020002
1488,سورک,29,130,570,2206030002
1489,سورمق,17,2,821,701040004
1490,سوری,26,220,362,1511010001
1491,سورین,13,444,200,618020002
1492,سوزا,29,323,399,2204010002
1493,سوسن شرقی,13,51,363,604040001
1494,سوسن غربی,13,51,363,604040002
1495,سولقان,8,126,500,2301010001
1496,سومار,22,324,365,506010001
1497,سویسه,13,330,366,627020001
1498,سه تلون,13,205,14,610050002
1499,سه قلعه,10,241,367,2906020002
1500,سه هزار,27,123,233,205040003
1501,سهرورد,14,155,781,1903030005
1502,سهروفیروزان,4,310,133,1008010003
1503,سهرین,14,230,451,1904060003
1504,سهند,1,31,636,322020002
1505,سهندآباد,1,73,150,313010002
1506,سیاخ دارنگون,17,283,838,707050005
1507,سیاوشان,28,11,978,2010001
1508,سیاه منصور,20,98,861,1202030006
1509,سیاهرود,8,126,686,2301020001
1510,سیاهرود,27,135,960,221020002
1511,سیاهکلرود,25,219,187,107040002
1512,سیاهو,29,82,992,2202040007
1513,سیب وسوران,16,263,807,1114010001
1514,سیدابراهیم,6,196,313,1603010001
1515,سیدان,1,343,4,315030002
1516,سیدجمال الدین,30,29,1002,1306010006
1517,سیدشهاب,30,125,1004,1301020003
1518,سیدعباس,13,276,384,614010002
1519,سیدناصرالدین,6,196,313,1603010002
1520,سیدولی الدین,13,183,403,608040004
1521,سیرچ,21,338,400,808020003
1522,سیروان,22,107,1074,503030002
1523,سیری,29,17,989,2201020003
1524,سیریز,21,227,1098,805030001
1525,سیریک,29,266,999,2212020002
1526,سیس,1,273,645,314020002
1527,سیس,20,195,90,1210020002
1528,سیستان,4,37,510,1002020006
1529,سیف آباد,17,167,830,724020002
1530,سیگار,17,375,848,715010004
1531,سیلاخور,26,193,372,1505010002
1532,سیلاخورشرقی,26,27,945,1507020002
1533,سیلتان,20,98,861,1202030004
1534,سیمکان,17,87,823,716020004
1535,سیمینه رود,30,93,1003,1307020002
1536,سین,4,68,598,1022020001
1537,سینا,1,436,655,324020004
1538,سیوکانلو,12,284,748,2804020004
1539,سیه بنوییه,21,200,875,818010002
1540,شاپور,17,331,843,710040003
1541,شاپورآباد,4,68,213,1022010002
1542,شاخن,10,99,707,2901040007
1543,شاخنات,10,99,707,2901040003
1544,شارک,16,325,145,1118030002
1545,شاسکوه,10,232,380,2909030001
1546,شال,3,162,385,2403030002
1547,شالیار,20,250,54,1209010002
1548,شامکان,11,237,393,908060004
1549,شاندرمن,25,382,382,116010001
1550,شاندیز,11,102,383,932020001
1551,شاوور,13,276,384,614010003
1552,شاه جهان,12,298,749,2805020002
1553,شاهرود,3,162,385,2403030003
1554,شاهسونکندی,28,236,984,6030001
1555,شاهو,20,334,868,1208010003
1556,شباب,6,146,389,1604040001
1557,شبانکاره,7,185,390,1803020002
1558,شبخوس لات,25,42,277,113010002
1559,شبلی,1,73,638,313020002
1560,شپیران,2,255,511,405020002
1561,شجاع,1,132,641,319020001
1562,شربیان,1,239,1041,305020003
1563,شرق وغرب شیرگاه,27,261,965,227010001
1564,شرقی,3,20,584,2401010005
1565,شروینه,22,134,494,509040001
1566,شریف آباد,8,106,392,2313010002
1567,شریف آباد,18,40,578,2605010002
1568,شریف آباد,21,214,488,804030002
1569,شریف آباد,21,264,881,806010006
1570,شش پیر,17,238,835,706020003
1571,ششده,17,309,394,708010001
1572,ششطراز,11,163,395,929010001
1573,شعبان,3,395,456,2404050001
1574,شعبان,30,428,1010,1303020001
1575,شعبجره,21,227,1098,805030003
1576,شعبه,11,212,179,927010002
1577,شعیبیه شرقی,13,277,396,612030001
1578,شعیبیه غربی,13,277,396,612030002
1579,شلال دشتگل,13,45,753,621030001
1580,شلاهی,13,1,757,601020003
1581,شلمی,24,390,543,2712020002
1582,شلیل,9,23,1047,1405020002
1583,شمس آباد,13,183,765,608020002
1584,شمس آباد,28,19,977,1020006
1585,شمشیر,22,107,902,503020001
1586,شمیل,29,82,140,2202050002
1587,شناتال,2,255,511,405020003
1588,شنبه,7,186,397,1804030001
1589,شورآب,17,25,817,717010002
1590,شوراب,26,147,1086,1510030001
1591,شوراب تنگزی,9,353,703,1406020001
1592,شوردشت,30,443,391,1304050003
1593,شورکات جنوبی,1,31,57,322010001
1594,شورم,23,381,325,1709020001
1595,شورو,16,225,506,1105040002
1596,شوریچه,17,251,837,725020002
1597,شوسف,10,429,398,2905010001
1598,شوقان,12,129,173,2803020001
1599,شوهان,6,400,633,1608010002
1600,شوی,20,62,860,1201020001
1601,شوییل,25,219,282,107020004
1602,شهدا,27,96,1097,204040002
1603,شهدا,31,414,1020,2106010002
1604,شهرآباد,8,315,691,2314020002
1605,شهرآباد,11,69,401,923030002
1606,شهرستانه,11,179,1072,907040002
1607,شهرک,3,103,32,2406040002
1608,شهرک,1,5,1031,321020001
1609,شهرمیان,17,39,819,703020004
1610,شهریاری,9,353,264,1406030002
1611,شهمردی,29,266,95,2212010002
1612,شهی,13,183,403,608040005
1613,شهیدآباد,17,158,1028,718010001
1614,شهیدآباد,18,15,855,2606010003
1615,شهیدآباد,27,55,100,202010004
1616,شهیدمدرس,13,277,771,612020003
1617,شیان,22,32,901,501030006
1618,شیتاب,23,379,1038,1708020001
1619,شیخ درآباد,1,413,651,310040002
1620,شیخ عامر,17,375,193,715050002
1621,شیخ فضل اله نوری,27,426,92,214010003
1622,شیخ موسی,24,13,916,2708020002
1623,شیخ نشین,25,382,382,116010002
1624,شیدا,9,79,406,1409020001
1625,شیرآباد,16,120,550,1121030002
1626,شیرامین,1,5,222,321030001
1627,شیرجوپشت,25,376,292,111040002
1628,شیرز,22,438,117,511010002
1629,شیرکوه,31,119,1017,2103020002
1630,شیرنگ,24,295,498,2703020002
1631,شیروان,26,71,947,1502020002
1632,شیرین دره,11,328,736,913030003
1633,شیرین سو,12,384,573,2806020002
1634,شیرین سو,30,335,407,1305030001
1635,شیرینک,21,70,538,810030002
1636,شیرینو,7,346,370,1806030002
1637,شیوانات,14,155,41,1903010001
1638,شیوه سر,22,107,76,503010003
1639,صاحب,20,252,326,1203010005
1640,صادقیه,4,419,617,1014020002
1641,صالح آباد,8,94,539,2319010002
1642,صالح آباد,11,285,733,940010002
1643,صالح آباد,30,93,410,1307030002
1644,صالحان,28,165,980,4010006
1645,صایین,1,239,644,305010005
1646,صایین قلعه,14,18,779,1901030005
1647,صحت آباد,5,34,619,3005010001
1648,صحرا,11,69,48,923010002
1649,صحرارود,17,309,840,708030002
1650,صحرای باغ,17,373,411,711080001
1651,صحنه,22,286,909,510020003
1652,صدرآباد,31,414,1060,2106020002
1653,صفاخانه,2,271,667,411010001
1654,صفاییه,4,419,617,1014020003
1655,صفاییه,11,224,730,935010002
1656,صفی آباد,12,30,72,2801010002
1657,صلخ,29,323,215,2204040002
1658,صلوات,3,395,580,2404040002
1659,صوغان,21,24,414,823020001
1660,صومای جنوبی,2,26,416,401030002
1661,صومای شمالی,2,26,416,401030003
1662,صیدون جنوبی,13,59,417,615030002
1663,صیدون شمالی,13,59,417,615030004
1664,ضیابر,25,287,939,108020001
1665,طارم,29,149,996,2208020002
1666,طارند بالا,8,112,175,2318020002
1667,طاغنکوه جنوبی,11,316,420,933020002
1668,طاغنکوه شمالی,11,316,420,933020001
1669,طاقانک,9,281,701,1402020003
1670,طالخونچه,4,386,615,1017010001
1671,طاهرگوراب,25,287,939,108020002
1672,طاهری,7,346,370,1806030001
1673,طبر,12,129,173,2803020002
1674,طبس,11,173,1073,938030001
1675,طبس مسینا,10,181,533,2902020001
1676,طراح,13,150,544,625020001
1677,طرازناهید,28,236,984,6030002
1678,طرق رود,4,421,618,1015010003
1679,طرقبه,11,102,421,932010001
1680,طرود,15,270,790,2003030003
1681,طرهان شرقی,26,352,422,1506020002
1682,طرهان غربی,26,352,422,1506020003
1683,طریق الاسلام,30,428,1010,1303020002
1684,طسوج,7,186,397,1804030002
1685,طسوج,17,348,423,728020001
1686,طغامین,20,98,480,1202020001
1687,طغرل الجرد,21,351,424,814010002
1688,طلاتپه,2,26,1056,401050001
1689,طور,27,267,139,226020002
1690,طولارود,25,291,940,104030003
1691,طیبی سرحدی شرقی,23,355,189,1702020003
1692,طیبی سرحدی غربی,23,355,189,1702020004
1693,طیبی گرمسیری جنوبی,23,355,364,1702070002
1694,طیبی گرمسیری شمالی,23,379,899,1708010001
1695,عالی طیب,23,379,899,1708010002
1696,عبا س  شرقی,1,73,150,313010003
1697,عباس غربی,1,73,150,313010004
1698,عبدلیه شرقی,13,204,767,619010001
1699,عبدلیه غربی,13,204,767,619010002
1700,عثمانوند,22,339,448,502030003
1701,عرب داغ,24,342,136,2709030002
1702,عربخانه,10,429,398,2905010002
1703,عزیزآباد,21,420,891,821010002
1704,عزیزک,27,56,112,216030002
1705,عسگریه,8,112,685,2318010002
1706,عسلویه,7,294,680,1810010001
1707,عشایر,4,306,610,1007010005
1708,عشرستاق,27,96,1097,204040003
1709,عشق آباد,11,432,1045,917050002
1710,عظیمیه,8,221,689,2303040003
1711,عقدا,31,22,426,2101030001
1712,عقیلی جنوبی,13,359,427,620010001
1713,عقیلی شمالی,13,359,427,620010002
1714,علامرودشت,17,375,428,715040002
1715,علویه,17,137,483,704030001
1716,علی آباد,1,440,653,311020003
1717,علی آباد,17,161,829,734010003
1718,علی آباد,21,296,883,812010003
1719,علی آباد,27,317,969,210020004
1720,علی آباد زیبا کنار,25,211,564,105040002
1721,علی آبادملک,17,25,817,717010003
1722,علی اباد,31,119,1017,2103020003
1723,علی جمال,10,76,706,2908010001
1724,علیا,4,21,595,1001010003
1725,علیشار,28,228,232,10010002
1726,علیشروان,6,53,376,1601040002
1727,علیصدر,30,335,534,1305010001
1728,عمادده,17,373,411,711080002
1729,عناقچه,13,63,760,624010002
1730,عنبر,13,394,430,613050001
1731,عنبران,3,425,431,2408030001
1732,عوالان,20,334,1034,1208020003
1733,غرب کارون,13,160,764,607010003
1734,غربی,3,20,152,2401060001
1735,غزالی,11,432,1045,917050003
1736,غلامان,12,201,432,2808020001
1737,غنی آباد,8,221,689,2303040002
1738,غنی بیگلو,14,230,317,1904020005
1739,غیزانیه,13,49,433,603050002
1740,غیناب,10,243,711,2903010003
1741,فارغان,29,149,434,2208010002
1742,فاروج,12,298,749,2805020003
1743,فاریاب,29,216,998,2207020003
1744,فال,17,406,542,721010003
1745,فامور,17,331,163,710010003
1746,فتح آباد,17,329,842,720020001
1747,فتح آباد,17,348,423,728020002
1748,فتح آباد,21,60,871,801030005
1749,فتح آباد,22,324,910,506020003
1750,فتح آباد,31,151,1018,2109010002
1751,فتویه,29,74,990,2209020002
1752,فجر,24,371,926,2706040003
1753,فجر,31,448,1021,2105030002
1754,فخررود,10,181,468,2902010001
1755,فداغ,17,361,846,727010001
1756,فدشکوییه,17,309,404,708020001
1757,فراغه,31,16,1012,2107020002
1758,فراغی,24,118,918,2702020002
1759,فرامرزان,29,74,176,2209010002
1760,فرح آباد جنوبی,27,233,294,207070002
1761,فرح آباد شمالی,27,233,294,207070001
1762,فرخ آباد,5,304,1026,3006020002
1763,فردو,19,327,520,2501040001
1764,فردوس,8,282,182,2309030002
1765,فردوس,21,138,31,803060002
1766,فردوس,21,214,438,804050002
1767,فردیس,5,304,622,3006010001
1768,فرسش,26,41,78,1501060002
1769,فرمشکان,17,348,844,728010001
1770,فرمهین,28,302,986,13010001
1771,فروان,15,6,521,2006020002
1772,فروغن,11,237,286,908050002
1773,فرومد,15,410,793,2007010002
1774,فرون آباد,8,106,684,2313020002
1775,فریم,27,233,265,207020002
1776,فریمان,11,308,734,922020003
1777,فسارود,17,175,439,705060001
1778,فش,22,347,912,507010002
1779,فشارود,10,99,707,2901040004
1780,فشک,28,302,986,13010002
1781,فضل,11,432,743,917040003
1782,فضل,30,428,314,1303030001
1783,فلارد,9,377,441,1404010002
1784,فندرسک جنوبی,24,206,442,2711010001
1785,فندرسک شمالی,24,206,442,2711010002
1786,فنوج,16,311,808,1119010001
1787,فورگ,17,175,444,705040002
1788,فولادلوی جنوبی,3,20,1095,2401040001
1789,فولادلوی شمالی,3,20,1095,2401040002
1790,فهرج,21,313,885,819010002
1791,فهرج,31,448,1021,2105030003
1792,فهلیان,17,401,850,713030008
1793,فیرورق جنوبی,2,174,445,403060002
1794,فیرورق شمالی,2,174,445,403060001
1795,فیروزآباد,26,253,447,1509010001
1796,فیروزبهرام,8,33,209,2310010002
1797,فیروزجاه,27,55,99,202030002
1798,فیروزه,11,316,735,933010002
1799,فیشور,17,47,820,736010001
1800,فیضیه,27,55,956,202020002
1801,فیلستان,8,106,684,2313020003
1802,فین,29,82,449,2202030002
1803,قاسم آباد,21,214,877,804020012
1804,قاضی,12,384,357,2806010002
1805,قاضی جهان,1,5,222,321030003
1806,قافلانکوه شرقی,1,413,471,310020001
1807,قافلانکوه غربی,1,413,651,310040003
1808,قاقازان شرقی,18,113,857,2602040001
1809,قاقازان غربی,18,113,857,2602040002
1810,قاهان,19,327,240,2501020002
1811,قایدرحمت,26,157,305,1503050003
1812,قایم آباد,8,282,690,2309020006
1813,قایم آباد,16,434,408,1115020001
1814,قاین,10,318,713,2904020002
1815,قبله ای,13,183,765,608020003
1816,قبله داغی,1,5,222,321030002
1817,قراتوره,20,199,863,1207020005
1818,قرانقو,1,440,653,311020004
1819,قراولان,24,358,569,2714020001
1820,قرق,24,362,108,2705030002
1821,قرقری,16,447,450,1111020001
1822,قره باشلو,11,179,188,907010001
1823,قره باغ,17,283,838,707050006
1824,قره بلاغ,14,254,68,1910020002
1825,قره بلاغ,17,309,394,708010002
1826,قره بیشه,4,305,319,1006040002
1827,قره پشتلوبالا,14,230,451,1904060001
1828,قره پشتلوپایین,14,230,451,1904060002
1829,قره چای,28,236,984,6030003
1830,قره چمن,17,283,21,707060002
1831,قره سو,3,395,1027,2404030001
1832,قره سو,2,174,664,403020007
1833,قره سو,2,383,669,406040005
1834,قره سو,22,339,911,502040004
1835,قره سو شرقی,24,118,368,2702030002
1836,قره سو غربی,24,118,368,2702030001
1837,قره طغان,27,424,974,219010002
1838,قره قویون جنوبی,2,278,453,417010002
1839,قره قویون شمالی,2,278,668,417020001
1840,قره کهریز,28,269,454,7040001
1841,قره ناز,1,389,648,306020005
1842,قریه الخیر,17,175,177,705050002
1843,قزقانچای,8,315,19,2314010002
1844,قزل آلان,24,368,537,2713020002
1845,قزل اوزن,1,413,651,310040004
1846,قزل گچیلو,14,385,786,1909020004
1847,قزوینه,22,347,912,507010005
1848,قشلاق,1,48,443,302050001
1849,قشلاق,1,343,4,315030003
1850,قشلاق,17,158,828,718020002
1851,قشلاق جنوبی,3,101,455,2402020001
1852,قشلاق جیتو,8,320,693,2321010001
1853,قشلاق شرقی,3,101,455,2402020002
1854,قشلاق غربی,3,38,77,2411020002
1855,قشلاقات افشار,14,155,41,1903010002
1856,قصبه شرقی,11,237,731,908070002
1857,قصبه غربی,11,237,731,908070003
1858,قصلان,20,321,350,1205030001
1859,قطب آباد,17,137,483,704030002
1860,قطرویه,17,430,457,714040002
1861,قطور,2,174,458,403050002
1862,قلات,17,47,114,736020002
1863,قلایی,26,253,447,1509010002
1864,قلتوق,14,230,783,1904050011
1865,قلخانی,22,176,552,513010001
1866,قلعه,6,146,306,1604050002
1867,قلعه,21,402,890,813010001
1868,قلعه بالا,11,333,436,914050002
1869,قلعه بیابان,17,175,177,705050001
1870,قلعه تل,13,59,759,615020003
1871,قلعه جوق,14,385,53,1909010002
1872,قلعه چنعان,13,330,772,627010002
1873,قلعه حمام,11,285,733,940010003
1874,قلعه خواجه,13,45,753,621030002
1875,قلعه دره سی,2,383,669,406040003
1876,قلعه زری,10,172,174,2910020003
1877,قلعه شاهین,22,244,460,504020001
1878,قلعه عسگر,21,70,563,810020001
1879,قلعه قاضی,29,82,461,2202060002
1880,قلعه قافه,24,417,928,2707040002
1881,قلعه گنج,21,326,886,816020001
1882,قلعه مظفری,26,253,953,1509020002
1883,قلعه میران,24,206,919,2711020003
1884,قلعه نو,8,221,462,2303060001
1885,قلعه هاشم,18,91,381,2601030002
1886,قلقل رود,30,125,463,1301010001
1887,قلندرآباد,11,308,464,922010002
1888,قمبوان,4,194,605,1021010002
1889,قمرود,19,327,859,2501030002
1890,قناتغستان,21,338,574,808040001
1891,قنوات,19,327,859,2501030003
1892,قوچان عتیق,11,328,736,913030004
1893,قوری چای,20,195,862,1210010003
1894,قوری چای شرقی,1,140,642,323020003
1895,قوری چای غربی,1,389,338,306030003
1896,قوری قلعه,22,215,387,514010001
1897,قوریگل,1,73,638,313020003
1898,قوشخانه بالا,12,284,466,2804030001
1899,قوشخانه پایین,12,284,466,2804030002
1900,قهاب جنوبی,4,37,596,1002030004
1901,قهاب رستاق,15,177,47,2001010001
1902,قهاب شمالی,4,37,596,1002030005
1903,قهاب صرصر,15,177,47,2001010002
1904,قهرود,4,332,465,1010020002
1905,قهستان,10,181,468,2902010002
1906,قهفرخ,9,281,437,1402060001
1907,قیلاب,13,46,42,602010002
1908,کاخک,11,369,469,915030002
1909,کارده,11,396,741,916050003
1910,کارزان,6,265,470,1609020002
1911,کارواندر,16,152,798,1103010004
1912,کاری پی,27,55,562,202050001
1913,کاریزان,11,116,1063,906030002
1914,کاغذکنان شمالی,1,413,471,310020002
1915,کاغذکنان مرکزی,1,413,471,310020003
1916,کاکاشرف,26,157,949,1503060007
1917,کاکان,23,90,894,1701030005
1918,کاکاوندشرقی,26,188,472,1504010003
1919,کاکاوندغربی,26,188,472,1504010004
1920,کاکی,7,186,473,1804010002
1921,کال,17,375,38,715030002
1922,کالج,27,427,976,215040003
1923,کامفیروزجنوبی,17,392,475,712030002
1924,کامفیروزشمالی,17,392,476,712070002
1925,کانی بازار,2,404,241,407010001
1926,کانی سور,20,62,1068,1201030001
1927,کانی شیرین,20,199,484,1207010003
1928,کاوه آهنگر,4,139,601,1020020001
1929,کاه,11,178,727,939010001
1930,کاهشنگ,10,99,707,2901040005
1931,کبگان,7,186,473,1804010003
1932,کبگیان,23,90,477,1701050002
1933,کبوترخان,21,214,877,804020013
1934,کبوترسرخ,4,139,601,1020020002
1935,کبودگنبد,11,340,738,928020001
1936,کبیرکوه,6,400,529,1608020002
1937,کترا,27,123,1062,205030002
1938,کتول,24,295,920,2703010002
1939,کته سر خمام,25,211,242,105010004
1940,کجید,25,42,277,113010003
1941,کچو,4,21,595,1001010004
1942,کدکن,11,117,479,905050003
1943,کذاب,31,35,239,2108010001
1944,کراب,11,237,731,908070004
1945,کرات,11,114,718,904020002
1946,کرارج,4,37,596,1002030006
1947,کرانی,20,98,480,1202020002
1948,کرچمبوجنوبی,4,86,482,1024020001
1949,کرچمبوشمالی,4,86,482,1024020002
1950,کرخه,13,150,763,625010001
1951,کرزان رود,30,125,1004,1301020004
1952,کرسف,14,155,781,1903030006
1953,کرشت,8,108,107,2320010002
1954,کرغند,10,318,1080,2904030002
1955,کرفتو,2,122,661,412010003
1956,کرک ونارتیج,21,77,83,802070002
1957,کرکس,4,421,618,1015010004
1958,کرکوند,4,386,615,1017010003
1959,کرگان,29,416,102,2205050002
1960,کرگاه شرقی,26,157,949,1503060006
1961,کرگاه غربی,26,157,949,1503060005
1962,کرماجان,22,347,912,507010003
1963,کرند,10,76,706,2908010002
1964,کرند,24,371,250,2706020002
1965,کرون سفلی,4,127,486,1019010001
1966,کرون علیا,4,127,486,1019010002
1967,کره سنی,2,255,666,405010005
1968,کریان,29,416,1001,2205030004
1969,کریم آباد,8,106,392,2313010003
1970,کزاز,28,269,985,7010007
1971,کسلیان,27,260,324,208030002
1972,کسما,25,287,939,108020003
1973,کشاور,2,271,487,411020004
1974,کشتگان,16,240,94,1106050002
1975,کشکان جنوبی,26,147,388,1510020002
1976,کشکان شمالی,26,147,388,1510020001
1977,کشکسرای,1,391,649,307020005
1978,کشکوییه,21,214,488,804030003
1979,کشمیران,21,402,890,813010002
1980,کشور,26,157,120,1503020004
1981,کشوری,6,53,625,1601030003
1982,کشیت,21,338,535,808030002
1983,کفترک,17,283,838,707050008
1984,کفدهک,17,156,827,729020001
1985,کفش کنان,23,97,893,1705020002
