id,name,ostan,shahrestan,bakhsh,amar_code
1986,کلاترزان,20,259,491,1204040002
1987,کلاته های شرقی,15,410,793,2007010003
1988,کلاته های غربی,15,270,87,2003010002
1989,کلار آباد غربی,27,292,355,224020002
1990,کلار شرقی,27,292,493,224030001
1991,کلار غربی,27,292,493,224030002
1992,کلاردشت شرقی,27,341,970,228010001
1993,کلاردشت غربی,27,341,970,228010002
1994,کلارستاق شرقی,27,142,961,220020001
1995,کلارستاق غربی,27,142,961,220020002
1996,کلاشگرد,21,299,884,822010001
1997,کلاشی,22,134,494,509040002
1998,کلان,6,54,312,1607010001
1999,کلبادشرقی,27,367,495,222010001
2000,کلبادغربی,27,367,495,222010002
2001,کلخوران,3,20,584,2401010007
2002,کلشتر,25,217,935,106030003
2003,کلم,6,67,628,1610010001
2004,کله بوزشرقی,1,413,651,310040005
2005,کله بوزغربی,1,413,651,310040006
2006,کله گان,16,240,156,1106010002
2007,کلیایی,30,29,134,1306020002
2008,کلیجان رستاق سفلی,27,233,963,207030003
2009,کلیجان رستاق علیا,27,233,497,207050002
2010,کلیشم,25,217,429,106020003
2011,کلین,8,221,440,2303020003
2012,کمارج,17,331,501,710020002
2013,کمازان سفلی,30,398,318,1302040001
2014,کمازان علیا,30,398,318,1302040002
2015,کمازان وسطی,30,398,318,1302040003
2016,کمال آباد,5,336,623,3001010003
2017,کمال رود,30,125,463,1301010002
2018,کمبل سلیمان,16,143,797,1102020004
2019,کمهر,17,238,835,706020002
2020,کمین,17,105,825,723010002
2021,کنار تخته,17,331,501,710020001
2022,کنار رود,5,289,70,3004020002
2023,کنارپروژ,2,255,666,405010006
2024,کناررودخانه,4,366,613,1011010002
2025,کنارسر,25,211,503,105030002
2026,کنارشهر,11,69,717,923020001
2027,کناره,17,392,849,712040008
2028,کنت,16,263,1094,1114020002
2029,کندوان,1,413,502,310030002
2030,کندوله,22,286,273,510010003
2031,کنگان,29,130,995,2206020003
2032,کنگور,24,342,922,2709020004
2033,کنویست,11,396,741,916050005
2034,کوار,17,348,844,728010002
2035,کوت عبدالله,13,330,772,627010001
2036,کوتک,21,356,888,809040006
2037,کوخرد,29,74,504,2209030001
2038,کوری,7,133,675,1809020002
2039,کورین,16,225,506,1105040001
2040,کوسالان,20,250,864,1209020006
2041,کوشک,13,45,3,621010002
2042,کوشک,31,61,1015,2102020003
2043,کوشک قاضی,17,309,840,708030003
2044,کوشک هزار,17,100,824,731010002
2045,کوشکنار,29,104,508,2211010002
2046,کولکنی,6,182,572,1602040001
2047,کوله,20,199,327,1207030003
2048,کوماسی,20,393,869,1206030003
2049,کوه پناه,28,121,979,3020004
2050,کوه پنج,21,70,872,810010003
2051,کوه خواجه,16,437,151,1116020002
2052,کوه دشت,4,332,1077,1010040002
2053,کوه دشت جنوبی,26,352,954,1506030001
2054,کوه دشت شمالی,26,352,954,1506030002
2055,کوه سرده,30,398,1009,1302030007
2056,کوه سفید,11,354,739,941010004
2057,کوه سفید,16,152,798,1103010005
2058,کوه شاه,29,149,18,2208030002
2059,کوه مره خامی,23,58,892,1707010002
2060,کوه مره سرخی,17,283,21,707060003
2061,کوه همایی,11,237,286,908050003
2062,کوه یخاب,10,290,256,2911010002
2063,کوهپایه,4,332,612,1010030001
2064,کوهپایه,11,69,717,923020002
2065,کوهپایه,28,236,1070,6040003
2066,کوهپایه شرقی,18,4,854,2604020002
2067,کوهپایه غربی,18,4,854,2604020003
2068,کوهدشت شرقی,27,412,973,225010001
2069,کوهدشت غربی,27,412,973,225010002
2070,کوهسار,4,170,603,1004010003
2071,کوهسار,1,440,653,311020005
2072,کوهسار,28,269,454,7040002
2073,کوهساران,27,317,969,210020006
2074,کوهستان,4,418,616,1013030003
2075,کوهستان,1,293,459,325010002
2076,کوهستان,17,175,283,705020004
2077,کوهستان,21,218,155,815010002
2078,کوهستان,27,96,958,204020001
2079,کوهستان,27,142,583,220030002
2080,کوهستانی تالش,25,291,940,104030004
2081,کوهسنگی,11,114,1046,904030003
2082,کوهک,16,240,1043,1106060001
2083,کوهک,17,137,826,704040002
2084,کوهگیر,18,322,419,2603040003
2085,کوهمره,17,350,514,733020001
2086,کوهنانی,26,352,515,1506040002
2087,کوهنجان,17,251,516,725010001
2088,کوهین,30,335,1008,1305020005
2089,کویر,4,7,518,1018010002
2090,کویر,10,290,274,2911030002
2091,کویر,11,163,395,929010002
2092,کویرات,4,7,518,1018010001
2093,کویرات,21,338,194,808070002
2094,کهدوییه,31,119,525,2103040002
2095,کهرویه,4,280,608,1009020004
2096,کهریزک,8,221,519,2303030002
2097,کهک,19,327,520,2501040002
2098,کهن آباد,15,6,521,2006020001
2099,کهنوک,16,152,55,1103030002
2100,کهورستان,29,164,997,2210020002
2101,کهیر,16,345,810,1109020002
2102,کهیری,16,433,12,1107060002
2103,کیارس,13,359,773,620020002
2104,کیارشرقی,9,357,704,1407010001
2105,کیارغربی,9,357,704,1407010002
2106,کیاشهر,25,10,522,102010002
2107,کیاکلا,27,267,966,226010001
2108,کیبر,11,169,171,919030002
2109,کیسکان,21,60,871,801030006
2110,کیسم,25,10,931,102020003
2111,کیش,29,84,523,2203030002
2112,کیشکور,16,242,524,1123020001
2113,کیوان,1,154,643,326010002
2114,کیونانات,22,258,496,505020003
2115,گابریک,29,130,995,2206020004
2116,گاریزات,31,119,525,2103040001
2117,گافر,29,75,526,2213030001
2118,گاماسیاب,22,286,909,510020004
2119,گاماسیاب,30,428,1010,1303020005
2120,گاوخونی,4,37,96,1002050002
2121,گاودول شرقی,1,399,650,320020001
2122,گاودول غربی,1,399,650,320020002
2123,گاودول مرکزی,1,399,650,320020003
2124,گاورود,20,334,1034,1208020004
2125,گاورود,22,258,908,505010007
2126,گاوکان,21,222,879,817020003
2127,گتاب جنوبی,27,55,527,202060001
2128,گتاب شمالی,27,55,527,202060002
2129,گتیج,16,311,528,1119020001
2130,گچلرات شرقی,2,110,22,415010001
2131,گچلرات غربی,2,110,22,415010002
2132,گچی,6,400,529,1608020001
2133,گچین,29,82,992,2202040005
2134,گرجی,4,86,599,1024010002
2135,گرده,3,425,593,2408020003
2136,گرکان,28,11,978,2010002
2137,گرکن,4,386,530,1017020001
2138,گرکن شمالی,4,310,133,1008010002
2139,گرگان بوی,24,13,916,2708020003
2140,گرگین,20,98,480,1202020003
2141,گرما دوزغربی,1,154,531,326020002
2142,گرماب,27,233,210,207010003
2143,گرمادوزشرقی,1,154,531,326020001
2144,گرمخان,12,65,532,2802050001
2145,گرمدره,5,336,623,3001010001
2146,گرمسار,21,296,159,812030001
2147,گرمسیر,4,21,1039,1001030001
2148,گرمه,17,392,476,712070001
2149,گرمه جنوبی,1,413,651,310040007
2150,گرمه شمالی,1,413,502,310030003
2151,گرو,24,417,512,2707050001
2152,گریت,26,157,120,1503020005
2153,گرین,30,428,314,1303030002
2154,گزور,16,242,1053,1123030002
2155,گزیک,10,181,533,2902020002
2156,گزین,13,441,285,622010002
2157,گشت,16,240,805,1106040005
2158,گشت,25,312,941,109020004
2159,گفشه لشت نشاء,25,211,564,105040003
2160,گل بانو,11,116,127,906050002
2161,گل برنجی,17,161,829,734010001
2162,گل بی بی,11,246,582,920010002
2163,گل تپه,20,252,326,1203010004
2164,گل تپه,30,335,534,1305010002
2165,گل سفید,25,380,943,110010004
2166,گل گل,26,352,954,1506030003
2167,گلاب,4,332,82,1010050002
2168,گلابر,14,50,780,1906020002
2169,گلچیدر,20,393,347,1206020002
2170,گلخندان,8,108,107,2320010001
2171,گلزار,21,70,538,810030001
2172,گلسار,4,170,603,1004010001
2173,گلستان,4,310,467,1008030001
2174,گلستان,12,364,750,2807010001
2175,گلستان,21,264,540,806030001
2176,گلستان,24,358,569,2714020002
2177,گلشن,10,290,712,2911020002
2178,گلمکان,11,148,536,918010003
2179,گله دار,17,406,542,721010002
2180,گله زن,28,165,980,4010007
2181,گلی داغ,24,390,543,2712020001
2182,گلیان,12,284,748,2804020005
2183,گلیجان,27,123,959,205020002
2184,گنبد,30,443,1011,1304070005
2185,گنبد علوی,16,189,800,1112010001
2186,گنبر,1,31,636,322020003
2187,گنبکی,21,222,545,817010001
2188,گنج آباد,21,138,34,803050003
2189,گنج افروز,27,55,956,202020005
2190,گندمان,9,72,546,1401020002
2191,گواور,22,372,547,508020002
2192,گودرزی,26,71,37,1502010003
2193,گوده,29,74,990,2209020003
2194,گودین,22,347,912,507010004
2195,گور,21,138,329,803010003
2196,گوراب,6,196,337,1603040002
2197,گوراب پس,25,312,941,109020005
2198,گوراب زرمیخ,25,287,1049,108030001
2199,گوران,6,442,635,1611010001
2200,گورانی,22,176,552,513010002
2201,گوربند,29,416,1001,2205030005
2202,گورک سردشت,2,248,665,404010004
2203,گورک نعلین,2,248,1083,404020001
2204,گورکا,25,10,931,102020002
2205,گوزل دره,14,254,68,1910020001
2206,گوغر,21,60,871,801030007
2207,گوگ تپه,3,101,586,2402010004
2208,گونی شرقی,1,273,645,314020003
2209,گونی غربی,1,273,143,314030002
2210,گونی مرکزی,1,273,645,314020005
2211,گوهران,2,174,664,403020010
2212,گوهران,29,75,549,2213020001
2213,گوهرکوه,16,120,550,1121030001
2214,گویجه بل,1,48,637,302020005
2215,گهرباران جنوبی,27,412,551,225020002
2216,گهرباران شمالی,27,412,551,225020001
2217,گهره,29,82,449,2202030003
2218,گیان,30,428,553,1303040002
2219,گیفان,12,65,532,2802050002
2220,گیل دولاب,25,213,934,114020002
2221,گیلوان,14,288,555,1908030001
2222,لات لیل,25,380,39,110020002
2223,لادیز,16,415,557,1117020002
2224,لار,9,281,558,1402050001
2225,لارک,29,323,1000,2204020003
2226,لاریجان سفلی,27,14,559,201010002
2227,لاریم,27,135,554,221010002
2228,لاسگرد,15,247,342,2008010001
2229,لاشارجنوبی,16,433,560,1107040002
2230,لاشارشمالی,16,433,560,1107040003
2231,لاکان,25,211,933,105050004
2232,لاله آباد,27,55,562,202050002
2233,لاله زار,21,70,563,810020002
2234,لامی,13,49,755,603020009
2235,لانو,10,243,254,2903030001
2236,لاوان,29,84,523,2203030003
2237,لاویج,27,426,201,214020001
2238,لاهرود,3,395,1027,2404030002
2239,لاهیجان,1,115,236,303040002
2240,لاهیجان,2,111,660,402010005
2241,لاهیجان شرقی,2,111,556,402020001
2242,لاهیجان غربی,2,111,556,402020002
2243,لای سیاه,4,418,616,1013030004
2244,لجران,15,363,791,2004020004
2245,لفمجان,25,376,942,111020005
2246,لفور,27,261,965,227010002
2247,لک,20,321,350,1205030002
2248,لکستان,2,255,666,405010007
2249,للر کتک,13,45,199,621020002
2250,لنگارود شرقی,27,292,967,224010001
2251,لنگارود غربی,27,292,967,224010002
2252,لواسان بزرگ,8,275,566,2304020001
2253,لواسان کوچک,8,275,566,2304020002
2254,لوتک,16,437,815,1116010003
2255,لوداب,23,90,567,1701040001
2256,لولمان,25,211,503,105030003
2257,لولمان,25,312,941,109020006
2258,لومار,6,265,632,1609010002
2259,لوندویل,25,9,568,101020002
2260,لیالستان,25,376,942,111020006
2261,لیچارکی حسن رود,25,81,932,103010002
2262,لیراوی جنوبی,7,198,44,1808010001
2263,لیراوی شمالی,7,198,679,1808020001
2264,لیراوی میانی,7,198,44,1808010002
2265,لیسار,25,291,485,104040002
2266,لیشتر,23,360,898,1703020004
2267,لیل,25,376,942,111020007
2268,لیلان جنوبی,1,399,571,320010001
2269,لیلان شمالی,1,399,571,320010002
2270,لیوان,24,83,1076,2701020002
2271,ماچیان,25,219,492,107050002
2272,مادرسلیمان,17,105,126,723020002
2273,ماربین سفلی,4,166,602,1003010001
2274,ماربین علیا,4,166,602,1003010002
2275,ماربین وسطی,4,166,602,1003010003
2276,مارز,21,326,190,816010003
2277,مارگان,16,447,816,1111010002
2278,مارگون,23,381,900,1709010002
2279,مازو,13,46,42,602010003
2280,مازول,11,432,743,917040004
2281,ماژین,6,182,572,1602040002
2282,ماسال,25,382,944,116020002
2283,ماسبی,6,3,627,1606020002
2284,ماکوان,22,107,76,503010002
2285,مالفجان,25,262,937,115020003
2286,مالمیر,28,269,339,7020002
2287,مالوجه,20,321,262,1205050002
2288,مالین,11,57,715,937010001
2289,ماماتین,13,205,297,610030002
2290,ماه نشان,14,385,786,1909020005
2291,ماهان,21,338,574,808040002
2292,ماهرو,26,41,315,1501020003
2293,ماهور,17,401,575,713020001
2294,ماهوربرنجی,13,183,345,608010007
2295,ماهیدشت,22,339,576,502060002
2296,مبارک آباد,17,329,842,720020002
2297,مبارکه,31,61,1015,2102020001
2298,مجدآباد,17,392,849,712040009
2299,مچان,16,242,524,1123020002
2300,محترم آباد,16,311,528,1119020002
2301,محسن آب,6,407,634,1605030001
2302,محمدآباد,5,336,623,3001010002
2303,محمدآباد,16,437,815,1116010004
2304,محمدآباد,17,392,849,712040010
2305,محمدآباد,21,227,880,805020008
2306,محمدآباد,21,296,883,812010004
2307,محمدآباد,31,448,304,2105040002
2308,محمدیه,31,22,1013,2101020002
2309,محمله,17,167,579,724010002
2310,محمودآباد,3,103,138,2406030001
2311,محمودآباد,4,37,596,1002030007
2312,محمودآباد,2,271,667,411010002
2313,محمودآبادسید,21,264,322,806040002
2314,مخت,16,433,813,1107050002
2315,مدوارات,21,279,882,807010008
2316,مذکوره,27,233,963,207030005
2317,مراوه تپه,24,390,927,2712010001
2318,مرحمت آباد,2,411,671,408030005
2319,مرحمت آبادجنوبی,2,411,671,408030007
2320,مرحمت آبادشمالی,2,411,581,408040002
2321,مرحمت آبادمیانی,2,411,581,408040003
2322,مردهک,21,296,159,812030002
2323,مرزداران,11,246,582,920010003
2324,مرغا,13,51,756,604030006
2325,مرغملک,9,281,558,1402050002
2326,مرکزی,7,186,677,1804020003
2327,مرکیه,25,287,1049,108030002
2328,مرگور,2,26,373,401020003
2329,مریدان,25,380,509,110030002
2330,مزایجان,17,87,1023,716030002
2331,مزرعه جنوبی,24,13,1084,2708010001
2332,مزرعه شمالی,24,13,1084,2708010002
2333,مزرعه نو,28,11,978,2010003
2334,مزینان,11,178,727,939010002
2335,مسافرآباد,29,216,295,2207010002
2336,مسکوتان,16,311,808,1119010002
2337,مسکون,21,138,158,803020003
2338,مشایخ,9,357,1058,1407020002
2339,مشایخ,17,401,261,713050002
2340,مشراگه,13,204,1024,619020002
2341,مشرحات,13,49,433,603050001
2342,مشک آباد,28,19,1029,1040002
2343,مشکان,11,173,1025,938020001
2344,مشکان,17,430,130,714020004
2345,مشکین آباد,5,304,1026,3006020001
2346,مشگین شرقی,3,395,592,2404020005
2347,مشگین غربی,3,395,456,2404050002
2348,مشهدالکوبه,28,19,330,1030002
2349,مشهدمیقان,28,19,977,1020008
2350,مشیز,21,70,872,810010005
2351,مصعبی,10,241,13,2906010002
2352,معجزات,14,230,783,1904050010
2353,معزآباد,17,156,827,729020002
2354,معزیه,21,338,194,808070003
2355,معصومیه,28,19,1029,1040001
2356,معلم کلایه,18,322,288,2603020003
2357,معمولان,26,109,1030,1508020002
2358,مغویه,29,84,993,2203050003
2359,مفتح,30,300,1007,1309010002
2360,مقام,29,84,405,2203020002
2361,مکریان شرقی,2,404,670,407020002
2362,مکریان شمالی,2,411,671,408030006
2363,مکریان غربی,2,404,670,407020004
2364,ملاثانی,13,63,760,624010001
2365,ملارد جنوبی,8,397,694,2317010002
2366,ملارد شمالی,8,397,694,2317010001
2367,ملاسرا,25,274,938,112020002
2368,ملاوی,26,109,948,1508010003
2369,ملایعقوب,1,239,644,305010006
2370,ملک آباد,21,264,540,806030002
2371,ملکاری,2,248,1083,404020002
2372,منتظریه,10,290,712,2911020003
2373,منج,9,377,1032,1404040002
2374,منجوان شرقی,1,154,1033,326030002
2375,منجوان غربی,1,154,1033,326030003
2376,منجیل آباد,8,208,688,2312020002
2377,منصورآقایی,22,215,387,514010002
2378,منصوری,22,32,219,501010002
2379,منظریه,4,280,608,1009020003
2380,منگشت,13,59,759,615020004
2381,منگورشرقی,2,404,241,407010002
2382,منگورغربی,2,111,660,402010004
2383,مواضع خان شرقی,1,439,245,316010002
2384,مواضع خان شمالی,1,439,245,316010003
2385,مود,10,243,1035,2903020001
2386,موران,13,330,366,627020002
2387,مورتان,16,202,124,1108050003
2388,مورچه خورت,4,272,607,1016030002
2389,مورموری,6,3,489,1606010002
2390,موزاران,30,398,1009,1302030006
2391,موسی آباد,4,194,605,1021010003
2392,مولان,1,343,647,315020003
2393,مومن آباد,10,243,711,2903010002
2394,مومن آباد,21,420,287,821020002
2395,مویز,8,282,690,2309020008
2396,مه ولات جنوبی,11,403,742,930020002
2397,مه ولات شمالی,11,403,378,930010002
2398,مهاجران,30,93,561,1307010002
2399,مهارلو,17,251,516,725010002
2400,مهبان,16,433,813,1107050003
2401,مهر,11,178,66,939020002
2402,مهر,17,406,851,721020003
2403,مهرآباد,8,191,298,2302030002
2404,مهرآباد,31,16,109,2107010002
2405,مهران,29,84,1040,2203060001
2406,مهرانرودجنوبی,1,73,638,313020004
2407,مهرانرودمرکزی,1,73,638,313020005
2408,مهربان سفلی,30,335,534,1305010003
2409,مهربان علیا,30,335,407,1305030002
2410,مهرگان,29,104,994,2211020002
2411,مهروان,27,424,974,219010003
2412,مهروییه,21,299,884,822010002
2413,مهماندوست,3,431,505,2409020001
2414,مهیار,10,318,713,2904020003
2415,میامی,11,396,284,916060003
2416,میامی,15,410,793,2007010001
2417,میان آب جنوبی,13,277,1044,612040001
2418,میان آب شمالی,13,277,1044,612040002
2419,میان بند,27,426,975,214030001
2420,میان جام,11,116,719,906020005
2421,میان جوین,11,131,1090,934020002
2422,میان خواف,11,169,725,919020002
2423,میان دربند,22,339,911,502040006
2424,میان دشت,12,129,746,2803030002
2425,میان رخ,11,117,170,905070003
2426,میان رود,30,125,463,1301010003
2427,میان طالقان,5,289,621,3004010001
2428,میان کاله,27,96,958,204020002
2429,میان کوه موگویی,9,353,703,1406020003
2430,میان ولایت,11,396,741,916050004
2431,میاندشت,4,332,612,1010030003
2432,میاندشت,10,181,709,2902030002
2433,میاندورود بزرگ,27,412,973,225010003
2434,میاندورودکوچک,27,233,963,207030006
2435,میانده,17,309,404,708020002
2436,میانرود,20,259,371,1204060002
2437,میانرود,27,426,201,214020002
2438,میانکوه,9,23,1047,1405020001
2439,میانکوه,11,179,188,907010002
2440,میانکوه,31,409,1019,2104010004
2441,میانکوه شرقی,26,109,1030,1508020003
2442,میانکوه غربی,26,109,948,1508010004
2443,میدان چای,1,115,640,303030005
2444,میداود,13,59,1048,615040002
2445,میرآباد,16,78,490,1120020002
2446,میرده,20,252,865,1203020006
2447,میرشمس الدین,27,123,959,205020001
2448,میریگ جنوبی,26,188,950,1504020003
2449,میریگ شمالی,26,188,950,1504020004
2450,میزدج سفلی,9,297,185,1403040002
2451,میزدج علیا,9,297,702,1403020002
2452,میش خاص,6,53,376,1601040001
2453,میشاب شمالی,1,391,649,307020006
2454,میشان,17,401,575,713020002
2455,میشوجنوبی,1,273,415,314010003
2456,میشه پاره,1,343,647,315020004
2457,میغان,10,429,714,2905020002
2458,میلاجرد,28,344,1050,11020002
2459,میلاس,9,377,705,1404020007
2460,میلانلو,12,30,744,2801020005
2461,میمنت,8,94,539,2319010001
2462,میمند,21,279,882,807010009
2463,میناباد,3,425,431,2408030002
2464,مینان,16,242,1053,1123030001
2465,مینوبار,13,1,27,601010001
2466,ناتل رستاق,27,426,201,214020003
2467,ناتل کنارسفلی,27,426,975,214030002
2468,ناتل کنارعلیا,27,426,975,214030003
2469,نارپ,21,70,1066,810040002
2470,نارستان,31,22,426,2101030002
2471,نازلوچای,2,26,1056,401050002
2472,نازلوشمالی,2,26,1056,401050003
2473,نازلوی جنوبی,2,26,656,401040011
2474,نازیل,16,120,1057,1121020001
2475,ناصری,13,268,243,611020002
2476,ناصریه,21,222,545,817010002
2477,ناغان,9,357,1058,1407020001
2478,ناهوک,16,240,156,1106010003
2479,نای بند,7,294,191,1810020001
2480,نبوت,6,54,626,1607020002
2481,نجف آباد,20,98,861,1202030005
2482,نجف آباد,21,264,881,806010010
2483,نجم آباد,5,422,624,3003010003
2484,نخلستان,4,171,604,1023010003
2485,نخلستان,10,290,712,2911020004
2486,نخلستان,21,356,888,809040004
2487,ندوشن,31,414,1060,2106020001
2488,نران,20,259,866,1204030006
2489,نرجه,18,113,857,2602040003
2490,نردین,15,410,474,2007020002
2491,نرگسان,21,296,159,812030003
2492,نساء,5,336,7,3001030003
2493,نسکند,16,242,1061,1123040001
2494,نشتیفان,11,169,725,919020001
2495,نصار,13,1,27,601010002
2496,نصرآباد,22,324,910,506020002
2497,نصراباد,31,119,1017,2103020004
2498,نصرت آباد,16,225,1064,1105030002
2499,نصرت آباد,18,40,853,2605020002
2500,نصروان,17,175,831,705030007
2501,نظام آباد,24,8,915,2710020002
2502,نظرکهریزی,1,440,1065,311030003
2503,نفتلیجه,24,368,925,2713010002
2504,نقدوز,1,48,443,302050002
2505,نقدی,3,395,1027,2404030003
2506,نقش رستم,17,392,849,712040011
2507,نگار,21,70,1066,810040001
2508,نگل,20,259,491,1204040003
2509,نگور,16,187,799,1122010001
2510,نگین کویر,21,313,1067,819020001
2511,نمه شیر,20,62,1068,1201030002
2512,ننور,20,62,1069,1201040003
2513,نوآباد,13,1,27,601010003
2514,نوبندگان,17,309,1071,708040001
2515,نوجه مهر,1,132,377,319010003
2516,نوجین,17,301,839,722010003
2517,نودژ,21,402,9,813020003
2518,نوده انقلاب,11,173,1073,938030002
2519,نورآباد,4,386,530,1017020002
2520,نورآباد,21,402,890,813010003
2521,نورآباد,26,188,950,1504020005
2522,نورعلی,26,188,950,1504020006
2523,نورعلی بیک,28,236,984,6030004
2524,نوشر خشکبیجار,25,211,238,105060002
2525,نوکنده کا,27,317,969,210020005
2526,نه,10,429,714,2905020003
2527,نهارجان,10,243,1035,2903020002
2528,نهرعنبر,6,196,1037,1603030003
2529,نهرمیان,28,269,307,7030003
2530,نهضت آباد,21,218,878,815020002
2531,نیارک,18,322,419,2603040004
2532,نیاسر,4,332,1077,1010040003
2533,نیزار,19,327,354,2501050002
2534,نیسان,13,446,1079,623010002
2535,نیلکوه,24,358,923,2714010002
2536,نیمبلوک,10,318,1080,2904030003
2537,نیوان,4,366,613,1011010003
2538,والانجرد,26,71,947,1502020003
2539,وچ کبود,6,3,336,1606030001
2540,وحدت,5,304,622,3006010002
2541,وحدت,21,227,880,805020009
2542,وحدت,23,379,1038,1708020002
2543,وحدتیه,7,185,351,1803010002
2544,وراوی,17,406,1081,721030002
2545,ورپشت,4,127,600,1019020002
2546,وردشت,4,257,1082,1005040001
2547,وردنجان,9,79,698,1409010002
2548,ورزق,4,305,319,1006040001
2549,ورزق جنوبی,4,305,609,1006030004
2550,ورقه,1,140,642,323020004
2551,ورگهان,1,48,637,302020006
2552,وفس,28,344,987,11010004
2553,وکیل آباد,21,24,870,823010002
2554,ولدیان,2,174,59,403040002
2555,ولوپی,27,260,964,208020003
2556,ولی آباد,8,320,693,2321010002
2557,ونداده,4,272,1052,1016020002
2558,ونک,4,257,606,1005020003
2559,وهن آباد,8,208,688,2312020003
2560,ویرمونی,25,9,930,101010003
2561,ویژنان,22,372,913,508010006
2562,ویس,13,63,1085,624020001
2563,ویسیان,26,147,1086,1510030002
2564,ویلکیج جنوبی,3,425,1087,2408010001
2565,ویلکیج شمالی,3,425,593,2408020004
2566,ویلکیج مرکزی,3,425,1087,2408010002
2567,هپرو,13,59,759,615020006
2568,هتکه,27,261,1055,227020002
2569,هجداندشت,6,407,409,1605020001
2570,هجر,22,286,909,510020005
2571,هرابرجان,31,151,1022,2109020002
2572,هرازپی جنوبی,27,14,955,201020006
2573,هرازپی شمالی,27,388,341,218010002
2574,هرازپی غربی,27,388,972,218020003
2575,هرزندات شرقی,1,391,649,307020007
2576,هرزندات غربی,1,391,649,307020008
2577,هرسم,22,32,219,501010003
2578,هرگان,17,430,852,714030002
2579,هرم,17,373,186,711020003
2580,هرنگ,29,74,504,2209030002
2581,هروز,21,207,513,811010003
2582,هریرود,11,116,103,906040002
2583,هزارمسجد,11,340,738,928020002
2584,هستیجان,28,190,982,5010002
2585,هشیوار,17,175,831,705030008
2586,هفت آشیان,22,339,507,502070002
2587,هفت جوی,8,319,692,2316010002
2588,هفت خان,17,100,73,731020002
2589,هفدر,15,247,342,2008010002
2590,هق,2,36,1059,413020002
2591,هگمتانه,30,443,1011,1304070006
2592,هلایجان,13,51,756,604030007
2593,هلونچکان,16,325,809,1118010002
2594,هلیل,21,138,874,803040008
2595,همایجان,17,238,1091,706030003
2596,همبرات,4,21,1039,1001030002
2597,همت آباد,26,71,947,1502020004
2598,همدانک,8,94,104,2319020002
2599,همگین,4,194,605,1021010004
2600,هنام,26,253,953,1509020003
2601,هندمینی,6,67,1092,1610020001
2602,هندوخاله,25,287,149,108010002
2603,هندودر,28,269,339,7020001
2604,هندیجان شرقی,13,444,777,618010001
2605,هندیجان غربی,13,444,777,618010002
2606,هنزا,21,200,1093,818020001
2607,هنگام,17,329,842,720020003
2608,هنگام,29,323,399,2204010004
2609,هودیان,16,189,800,1112010003
2610,هوره,9,234,309,1408020001
2611,هولاسو,2,271,667,411010003
2612,هولی,22,107,902,503020003
2613,هویزه جنوبی,13,446,778,623020002
2614,هویزه شمالی,13,446,778,623020001
2615,هیت,16,325,809,1118010003
2616,هیچان,16,433,813,1107050004
2617,هیدوچ,16,263,1094,1114020001
2618,هیر,3,20,1095,2401040003
2619,هیو,5,235,620,3002010002
2620,یاتری,15,6,787,2006010001
2621,یافت,3,395,580,2404040003
2622,یالغوزآغاج,20,321,350,1205030003
2623,یام,11,173,1025,938020002
2624,یزدان آباد,21,227,1098,805030002
2625,یکانات,1,391,1096,307030002
2626,ینقاق,24,358,923,2714010001
2627,ینگجه,1,5,222,321030004
2628,یورتچی شرقی,3,431,505,2409020002
2629,یورتچی غربی,3,431,594,2409010003
2630,یوسف وند,26,253,953,1509020004
2631,یولاگلدی,2,278,668,417020002
2632,یونسی,11,64,1099,931020001
2633,ییلاق,4,86,599,1024010003
2634,ییلاق,1,343,647,315020005
2635,ییلاق جنوبی,20,195,90,1210020001
2636,ییلاق شمالی,20,195,862,1210010001
2637,ییلاقی ارده,25,213,128,114010002
